ID,Tweet,Affect_Dimension,Intensity_Score,Cleaned_Tweet
2017-En-40582,#Always #borrow #money from a #pessimist. He won't #expect it #back.,valence,0.452,from a he wont it
2017-En-30995,y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.,valence,0.468,yall shabazzs name in my phone is easy breezy beautiful i will not apologize
2017-En-30919,This is a beautiful day that the Lord has made. I will rejoice and be glad!!!,valence,0.75,this is a beautiful day that the lord has made i will rejoice and be glad
2017-En-40781,@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.,valence,0.661,thank you so much just home stunned but so happy dont think it has sunk in yet wow
2017-En-30822,@DamnPatriot You're a POS for rejoicing in someone's death.,valence,0.422,youre a pos for rejoicing in someones death
2017-En-41327,@Conorojo Loool understand the pessimism but it will 😂,valence,0.688,loool understand the pessimism but it will 😂
2017-En-40153,@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,valence,0.234,sadly this sort of poster died by the s afaik
2017-En-11020,@Alex_Philip2648 it's a step up from boiling broccoli tbh,valence,0.532,its a step up from boiling broccoli tbh
2017-En-40055,Too many gloomy days,valence,0.333,too many gloomy days
2017-En-40765,Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,valence,0.688,good morning chirpy and your pensive sister a perfect day however it is expressed 🌹🍁🌓☯️
2017-En-20360,@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,valence,0.258,and i hope when the police met him at the subway that they took him straight to jail 😕
2017-En-30391,"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",valence,0.552,i can not depict what i feel right now i feel jubilant yet anxious ordunno it seems like now im having something worth wait everyday
2017-En-10702,i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,valence,0.813,i love that tay tiff are just sitting at my house while im at work 🙃
2017-En-30576,Tip 5: Don't worry about pleasing everyone. #TitanWisdom,valence,0.367,tip dont worry about pleasing everyone
2017-En-40356,"@AliceGoodman17 i dunno, I'm getting less of the spacious lovely autumnal melancholy from our present apocalypse",valence,0.435,i dunno im getting less of the spacious lovely autumnal melancholy from our present apocalypse
2017-En-11241,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation,valence,0.156,i guess its just heartbreaking the ease with which they can kill an innocent man and get away with it
2017-En-30557,@footballmcd agreed. Memphis looks lively also,valence,0.609,agreed memphis looks lively also
2017-En-31205,"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy",valence,0.914,i took a yr off school and im proud to say i got accepted again yo girl is going to finish
2017-En-31028,"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",valence,0.468,now that i have been sucked into this wormhole of hilarity with no escape i can say how weird and accurate this is
2017-En-20885,the ending of how I met your mother is dreadful,valence,0.345,the ending of how i met your mother is dreadful
2017-En-40911,"6 might be a serious number, but 10 sounds better. Wild card race!!",valence,0.5,might be a serious number but sounds better wild card race
2017-En-30050,Thank you @twitter for the balloons today. #smile #goodday #48,valence,0.845,thank you for the balloons today
2017-En-30542,"You know, you're pro-actively playful. You want to press your boobs into my face, Tatenashi. I'm not saying no, though. =3",valence,0.621,you know youre proactively playful you want to press your boobs into my face tatenashi im not saying no though
2017-En-41427,I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,valence,0.117,i know its the final day of summer when its the finale of
2017-En-40066,@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,valence,0.1,do u the facts or do u now ask questions later
2017-En-30503,"I think what 2016 to really needs to round it out is a @cthulhu4america vs @smod2016 twitter debate. End on something joyful, ya know?.",valence,0.594,i think what to really needs to round it out is a vs twitter debate end on something joyful ya know
2017-En-11016,"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz  #HONEY",valence,0.537,hi monica i write regularly for but not on bees never dared try them
2017-En-30710,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy,valence,0.463,halfway to work and i realize i forgot to put on underwearits going to be one of those days
2017-En-31451,That was a lovely story to actually see Ruth and hubby who won the cashcow @sunriseon7.It was so funny when she left the phone #happy 😊,valence,0.9,that was a lovely story to actually see ruth and hubby who won the cashcow it was so funny when she left the phone 😊
2017-En-40320,It's become a verb. 'I'm gonna Villaseñor all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation,valence,0.234,its become a verb im gonna villaseñor all those old contacts i dont need anymore
2017-En-30395,"Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful? @PlayHollywoodU",valence,0.839,charlotte and a friend just climbed to the top of a windmill think the view was easy breezy beautiful
2017-En-40426,@mik61scot @longshankseddie @ROSAZAMBONINI @YouTube I thought it was because she once sunk her teeth into something that's meant 2b sooked,valence,0.419,i thought it was because she once sunk her teeth into something thats meant b sooked
2017-En-31600,semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀,valence,0.483,semores lets get this 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀
2017-En-10614,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing ,valence,0.426,what terrible thing to see and have no visionnnhelen kellernnbegin with the end in mindnnstephen coveynn
2017-En-30371,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",valence,0.871,its not that the man did not know how to juggle he just didnt have the balls to do it n
2017-En-30200,"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",valence,0.819,i wish i really truly wish that i had just a modicum of your banter
2017-En-31067,@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,valence,0.781,book its so sprightly fun cuz hed been reinvigorated by the harry potter series im not kidding
2017-En-10704,"@MeghanEMurphy Oh gosh, if you get 800+ raging comments from cruise fans, I will just die laughing!",valence,0.806,oh gosh if you get raging comments from cruise fans i will just die laughing
2017-En-11535,@washingtonpost#Trump's #fear &amp; #anger are similar to what #Hitler preached to come to power in Germany. Wake up America!!,valence,0.45,s are similar to what preached to come to power in germany wake up america
2017-En-31112,"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",valence,0.707,needed levity hubs i talking of kyles new solo album my yo says she loves ur news show lolz
2017-En-30866,A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,valence,0.878,a day to and hope all the a nice or d
2017-En-21322,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. ,valence,0.467,im going to get the weirdest thank you noteor worsetotal silence and no acknowledgement
2017-En-21979,So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit,valence,0.25,so much playing on the has started to make me wonder weather my taste in music is good or just completely shit
2017-En-30936,How is your toddler coping with the new arrival? Has he tried killing her yet?' they cheerfully ask.,valence,0.656,how is your toddler coping with the new arrival has he tried killing her yet they cheerfully ask
2017-En-21989,@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,valence,0.315,and its kelvin mackenzie tomorrow dontbuythesun
2017-En-30747,Rap that will Cut other raper's throat. Who said that? @Paedeezy #badd #wicked. #bright city lights,valence,0.429,rap that will cut other rapers throat who said that city lights
2017-En-30818,It's just the lack of company and liveliness out here that makes me bored.,valence,0.204,its just the lack of company and liveliness out here that makes me bored
